priority,keyword,page,position,impressions,clicks,intent,commercial_potential,volume,keyword_difficulty,score,recommendation,content_type,confidence,reason,next_action,approval_status
High,moving costs calculator uk,,9,538,6,BOFU,High,not_available,not_available,65,Create New Content,New Landing Page,78,No existing page targets this keyword. 538 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 65/100.,N/A,needs_review
Medium,removals cost calculator,,2,454,54,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 454 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,removal cost calculator,,4,455,49,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 455 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,pickfords removals near me,,4,444,38,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 444 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best places to live in oxfordshire,,4,493,36,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 493 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,house removals cost calculator uk,,2,368,31,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 368 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,house removal cost calculator uk,,1,201,30,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 201 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best areas of edinburgh to live,,1,330,19,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 330 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best places to live edinburgh,,1,412,18,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 412 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,top 10 safest place to raise a family in uk,,4,286,18,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 286 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,removals costs calculator uk,,3,276,18,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 276 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best places to live in thailand for foreigners,,2,272,12,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 272 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best areas in edinburgh to live,,1,269,12,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 269 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,cost of removal company uk,,2,263,11,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 263 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best places to live in northumberland,,4,412,10,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 412 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,moving quotes uk,,5,271,10,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 271 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best long distance removal companies uk,,3,341,9,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 341 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best shipping company uk to australia,,5,426,8,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 426 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best city to live in netherlands,,5,269,8,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 269 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,home removal cost,,5,264,8,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 264 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,how much are removal costs uk,,3,260,8,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 260 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best place to live edinburgh,,1,232,8,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 232 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best countries to immigrate to from uk,,3,225,8,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 225 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best international movers uk,,5,306,7,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 306 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best cities to live in thailand,,3,208,7,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 208 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
Medium,best country to live in,,1,359,6,BOFU,High,not_available,not_available,64,Create New Content,New Landing Page,68,No existing page targets this keyword. 359 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 64/100.,N/A,needs_review
